id,prefecture,first_name,second_name,latitude,longitude,altitude,date_terminated
hokkaido_kamikawa__mt-fururono-kana__maehuranodake____2005-11-15,hokkaido_kamikawa,mt-fururono-kana,maehuranodake,43.3766666667,142.568333333,746.0,2005-11-15
hokkaido_kamikawa__mt-uwatoshi__rokugow,hokkaido_kamikawa,mt-uwatoshi,rokugow,43.3016666667,142.521666667,315.0,
hokkaido_kamikawa__musako-hideki-kana__otoi-nep,hokkaido_kamikawa,musako-hideki-kana,otoi-nep,44.7266666667,142.265,40.0,
hokkaido_kamikawa__nakagawa-kana__nakagawa,hokkaido_kamikawa,nakagawa-kana,nakagawa,44.8283333333,142.076666667,22.0,
hokkaido_kamikawa__nayoro-kana__nayoro,hokkaido_kamikawa,nayoro-kana,nayoro,44.37,142.456666667,89.0,
hokkaido_kamikawa__piyashiriyama-kana__piyashiriyama____2005-11-09,hokkaido_kamikawa,piyashiriyama-kana,piyashiriyama,44.435,142.581666667,980.0,2005-11-09
hokkaido_kamikawa__platinum-kana__shirogane,hokkaido_kamikawa,platinum-kana,shirogane,43.475,142.65,658.0,
hokkaido_kamikawa__previous-time-rainyama-kana__mae-sigureyama____2005-11-17,hokkaido_kamikawa,previous-time-rainyama-kana,mae-sigureyama,43.185,142.346666667,380.0,2005-11-17
hokkaido_kamikawa__shibetsu-kana__sibbec,hokkaido_kamikawa,shibetsu-kana,sibbec,44.1866666667,142.416666667,135.0,
hokkaido_kamikawa__shibishi-kana__sibinay,hokkaido_kamikawa,shibishi-kana,sibinay,43.6433333333,142.581666667,310.0,
hokkaido_kamikawa__shimauchiuchi-kana__shumarinai,hokkaido_kamikawa,shimauchiuchi-kana,shumarinai,44.2816666667,142.161666667,255.0,
hokkaido_kamikawa__shimokawa-kana__shimokawa,hokkaido_kamikawa,shimokawa-kana,shimokawa,44.3016666667,142.623333333,140.0,
hokkaido_kamikawa__shimukappa-kana__shimkap,hokkaido_kamikawa,shimukappa-kana,shimkap,42.9783333333,142.395,332.0,
hokkaido_kamikawa__sounkyo-kana__saw,hokkaido_kamikawa,sounkyo-kana,saw,43.7533333333,142.93,540.0,
hokkaido_kamikawa__tiger-tora-kana__ektra,hokkaido_kamikawa,tiger-tora-kana,ektra,43.1683333333,142.568333333,350.0,
hokkaido_kamikawa__togaki-kana__higashigakagura,hokkaido_kamikawa,togaki-kana,higashigakagura,43.67,142.446666667,211.0,
hokkaido_kamikawa__tsuruzawa-kana__owalisawa____2004-06-30,hokkaido_kamikawa,tsuruzawa-kana,owalisawa,43.63,142.335,550.0,2004-06-30
hokkaido_kamikawa__wakasa-kana__wassam,hokkaido_kamikawa,wakasa-kana,wassam,44.0283333333,142.41,150.0,
hokkaido_kamikawa__western-fuso-kana__nishi-furen,hokkaido_kamikawa,western-fuso-kana,nishi-furen,44.295,142.358333333,128.0,
hokkaido_kushiro__akan-kana__akan,hokkaido_kushiro,akan-kana,akan,43.1133333333,144.0,40.0,
hokkaido_kushiro__akan-lake-kana__acanthohan,hokkaido_kushiro,akan-lake-kana,acanthohan,43.4366666667,144.085,450.0,
hokkaido_kushiro__futamata-kana__futamata,hokkaido_kushiro,futamata-kana,futamata,42.9716666667,143.875,45.0,
hokkaido_kushiro__horozu-terrace-kana__horodoraichi____1983-08-01,hokkaido_kushiro,horozu-terrace-kana,horodoraichi,43.2783333333,144.226666667,225.0,1983-08-01
hokkaido_kushiro__kawawaya-kana__kawayu,hokkaido_kushiro,kawawaya-kana,kawayu,43.6166666667,144.456666667,158.0,
hokkaido_kushiro__kiritapu-kana__kiritap____1976-11-01,hokkaido_kushiro,kiritapu-kana,kiritap,43.0766666667,145.0,2.0,1976-11-01
hokkaido_kushiro__knowledge-kana-kana__chippomanai,hokkaido_kushiro,knowledge-kana-kana,chippomanai,42.9383333333,144.735,149.0,
hokkaido_kushiro__kushiro-kana__xylo,hokkaido_kushiro,kushiro-kana,xylo,42.985,144.376666667,4.5,
hokkaido_kushiro__nakabetsu-katakana__naka-tessetsu,hokkaido_kushiro,nakabetsu-katakana,naka-tessetsu,43.1983333333,144.141666667,80.0,
hokkaido_kushiro__ota-ota__ota,hokkaido_kushiro,ota-ota,ota,43.0,144.778333333,85.0,
hokkaido_kushiro__sakakimachi-kana__sakakimachi,hokkaido_kushiro,sakakimachi-kana,sakakimachi,43.12,145.11,2.0,
hokkaido_kushiro__shiranukuni-kana__shiraneuca,hokkaido_kushiro,shiranukuni-kana,shiraneuca,42.97,144.061666667,9.0,
hokkaido_kushiro__tang-road-kana__touro,hokkaido_kushiro,tang-road-kana,touro,43.1483333333,144.496666667,25.0,
hokkaido_kushiro__tea-inland-kano__chainagaya,hokkaido_kushiro,tea-inland-kano,chainagaya,43.1733333333,144.966666667,70.0,
hokkaido_kushiro__tea-tea-kana__shibecha,hokkaido_kushiro,tea-tea-kana,shibecha,43.2916666667,144.586666667,20.0,
hokkaido_kushiro__teshikaga-kana__teshikaga,hokkaido_kushiro,teshikaga-kana,teshikaga,43.51,144.466666667,170.0,
hokkaido_kushiro__teshikaga-katakana__teshikaga____1977-10-06,hokkaido_kushiro,teshikaga-katakana,teshikaga,43.4783333333,144.446666667,107.0,1977-10-06
hokkaido_kushiro__tsurugaoka-kana__truoca,hokkaido_kushiro,tsurugaoka-kana,truoca,43.04,144.191666667,95.0,
hokkaido_kushiro__tsurui-kana__tsurui,hokkaido_kushiro,tsurui-kana,tsurui,43.2316666667,144.325,38.0,
hokkaido_nemuro__kamidatsu-kana__kamishibetsu,hokkaido_nemuro,kamidatsu-kana,kamishibetsu,43.52,144.746666667,181.0,
hokkaido_nemuro__kotonari-katakana__kennepz____2003-10-16,hokkaido_nemuro,kotonari-katakana,kennepz,43.485,144.808333333,110.0,2003-10-16
hokkaido_nemuro__nakashibetsu-kana__nakashibetsu,hokkaido_nemuro,nakashibetsu-kana,nakashibetsu,43.5433333333,144.978333333,50.0,
hokkaido_nemuro__natsuke-kana__nosap,hokkaido_nemuro,natsuke-kana,nosap,43.3933333333,145.758333333,12.0,
hokkaido_nemuro__nemuro-kana__nemuro,hokkaido_nemuro,nemuro-kana,nemuro,43.33,145.585,25.2,
hokkaido_nemuro__nemuro-nakatsuka-kana__nemuro-nakashibetsu,hokkaido_nemuro,nemuro-nakatsuka-kana,nemuro-nakashibetsu,43.5766666667,144.96,65.0,
hokkaido_nemuro__oshima-kana__bekkai,hokkaido_nemuro,oshima-kana,bekkai,43.3816666667,145.118333333,23.0,
hokkaido_nemuro__rausu-kana__louth,hokkaido_nemuro,rausu-kana,louth,44.0233333333,145.186666667,15.0,
hokkaido_nemuro__shibetsu-kana__sibbec,hokkaido_nemuro,shibetsu-kana,sibbec,43.6616666667,145.131666667,3.0,
hokkaido_nemuro__thick-bed-kana__atco,hokkaido_nemuro,thick-bed-kana,atco,43.2216666667,145.226666667,41.0,
hokkaido_nemuro__yubukuni-kana__itokushibetsu,hokkaido_nemuro,yubukuni-kana,itokushibetsu,43.7216666667,144.988333333,115.0,
hokkaido_oshima--watashima__1000-thousand-kana__sengen,hokkaido_oshima--watashima,1000-thousand-kana,sengen,41.5583333333,140.271666667,100.0,
hokkaido_oshima--watashima__hakodate-kana__hakodate,hokkaido_oshima--watashima,hakodate-kana,hakodate,41.8166666667,140.753333333,35.0,
hokkaido_oshima--watashima__hokuto-kana__hokuto,hokkaido_oshima--watashima,hokuto-kana,hokuto,41.8866666667,140.653333333,25.0,
hokkaido_oshima--watashima__intelciata-kana__siriuchi,hokkaido_oshima--watashima,intelciata-kana,siriuchi,41.5983333333,140.375,24.0,
hokkaido_oshima--watashima__kawa-kawa-kana__kakkumi,hokkaido_oshima--watashima,kawa-kawa-kana,kakkumi,41.905,140.97,25.0,
hokkaido_oshima--watashima__kikko-inside-kana__kikonai,hokkaido_oshima--watashima,kikko-inside-kana,kikonai,41.6866666667,140.445,6.0,
hokkaido_oshima--watashima__kotanishi-kana__kotanishi____2004-09-21,hokkaido_oshima--watashima,kotanishi-kana,kotanishi,41.5433333333,140.43,125.0,2004-09-21
hokkaido_oshima--watashima__kumagai-kana__kumaiishi,hokkaido_oshima--watashima,kumagai-kana,kumaiishi,42.1283333333,139.985,12.0,
hokkaido_oshima--watashima__matsumae-kana__matsumae,hokkaido_oshima--watashima,matsumae-kana,matsumae,41.4233333333,140.086666667,30.0,
hokkaido_oshima--watashima__mori-kana__mori,hokkaido_oshima--watashima,mori-kana,mori,42.0666666667,140.588333333,125.0,
hokkaido_oshima--watashima__moth-beak-kana__gabino____2003-03-19,hokkaido_oshima--watashima,moth-beak-kana,gabino,41.7983333333,140.95,68.0,2003-03-19
hokkaido_oshima--watashima__onuma-kana__oonuma,hokkaido_oshima--watashima,onuma-kana,oonuma,41.9766666667,140.715,165.0,
hokkaido_oshima--watashima__oshamanbe-kana__oshamanbe,hokkaido_oshima--watashima,oshamanbe-kana,oshamanbe,42.5233333333,140.381666667,10.0,
hokkaido_oshima--watashima__shioi-kana__shiokubi____1984-10-18,hokkaido_oshima--watashima,shioi-kana,shiokubi,41.7183333333,140.945,26.0,1984-10-18
hokkaido_oshima--watashima__takamatsu-kana__takamatsu,hokkaido_oshima--watashima,takamatsu-kana,takamatsu,41.77,140.821666667,34.0,
hokkaido_oshima--watashima__toi-naya-kana__tuttmali,hokkaido_oshima--watashima,toi-naya-kana,tuttmali,41.7166666667,141.003333333,20.0,
hokkaido_oshima--watashima__yakumo-kana__yakumo,hokkaido_oshima--watashima,yakumo-kana,yakumo,42.2516666667,140.271666667,8.0,
hokkaido_rumoi__haboro-kana__haboro,hokkaido_rumoi,haboro-kana,haboro,44.3633333333,141.7,7.9,
hokkaido_rumoi__hatsumi-katakana__shosanbetsu,hokkaido_rumoi,hatsumi-katakana,shosanbetsu,44.5233333333,141.77,27.0,
hokkaido_rumoi__horon-bran-kana__holonuka,hokkaido_rumoi,horon-bran-kana,holonuka,43.8533333333,141.76,20.0,
hokkaido_rumoi__katagiri-katakana__embets,hokkaido_rumoi,katagiri-katakana,embets,44.7183333333,141.806666667,7.0,
hokkaido_rumoi__kotobuki-kana__kotambets,hokkaido_rumoi,kotobuki-kana,kotambets,44.265,141.721666667,15.0,
hokkaido_rumoi__mashed-kana__masaike,hokkaido_rumoi,mashed-kana,masaike,43.8483333333,141.51,20.0,
hokkaido_rumoi__nashijiri-kana__yagisiri,hokkaido_rumoi,nashijiri-kana,yagisiri,44.4283333333,141.421666667,38.0,
hokkaido_rumoi__rumoi-kana__leumoy,hokkaido_rumoi,rumoi-kana,leumoy,43.945,141.631666667,23.6,
hokkaido_rumoi__takafu-kana__tap,hokkaido_rumoi,takafu-kana,tap,44.0483333333,141.856666667,30.0,
hokkaido_rumoi__teshio-kana__tesio,hokkaido_rumoi,teshio-kana,tesio,44.8933333333,141.761666667,9.0,
hokkaido_shiribeshi__akaigawa-kana__akayigawa,hokkaido_shiribeshi,akaigawa-kana,akayigawa,43.0833333333,140.82,148.0,
hokkaido_shiribeshi__keihata-kana__kuratsudai____2010-03-11,hokkaido_shiribeshi,keihata-kana,kuratsudai,42.7516666667,140.618333333,333.0,2010-03-11
hokkaido_shiribeshi__kigoroku-kana__kimobetsu,hokkaido_shiribeshi,kigoroku-kana,kimobetsu,42.7933333333,140.948333333,264.0,
hokkaido_shiribeshi__kotoshi-kota__stutts,hokkaido_shiribeshi,kotoshi-kota,stutts,42.795,140.223333333,33.4,
hokkaido_shiribeshi__kuro-matsuuchi-kana__chromatsunai,hokkaido_shiribeshi,kuro-matsuuchi-kana,chromatsunai,42.6633333333,140.31,27.0,
hokkaido_shiribeshi__kutchan-kana__kutchanjan,hokkaido_shiribeshi,kutchan-kana,kutchanjan,42.9,140.756666667,176.1,
hokkaido_shiribeshi__kyowa-kana__kyowa,hokkaido_shiribeshi,kyowa-kana,kyowa,42.98,140.603333333,15.0,
hokkaido_shiribeshi__makkuru-kana__mccully,hokkaido_shiribeshi,makkuru-kana,mccully,42.775,140.88,440.0,
hokkaido_shiribeshi__mikoto-kana__bikuni,hokkaido_shiribeshi,mikoto-kana,bikuni,43.2716666667,140.563333333,75.0,
hokkaido_shiribeshi__niseko-kana__niseko,hokkaido_shiribeshi,niseko-kana,niseko,42.7783333333,140.666666667,113.0,
hokkaido_shiribeshi__otaru-kana__otar,hokkaido_shiribeshi,otaru-kana,otar,43.1816666667,141.015,24.9,
hokkaido_shiribeshi__ranchi-kana__lankoschi,hokkaido_shiribeshi,ranchi-kana,lankoschi,42.81,140.541666667,39.0,
hokkaido_shiribeshi__shinkawauchi-kana__camomile,hokkaido_shiribeshi,shinkawauchi-kana,camomile,43.145,140.423333333,50.0,
hokkaido_shiribeshi__wakata-kita-cana__NONE____2004-05-01,hokkaido_shiribeshi,wakata-kita-cana,NONE,42.8766666667,140.945,525.0,2004-05-01
hokkaido_shiribeshi__yoichi-kana__yoichi,hokkaido_shiribeshi,yoichi-kana,yoichi,43.1816666667,140.758333333,20.0,
hokkaido_sorachi__akabira-katakana__akabira,hokkaido_sorachi,akabira-katakana,akabira,43.5533333333,142.066666667,120.0,
hokkaido_sorachi__ashiba-kana__ashibetsu,hokkaido_sorachi,ashiba-kana,ashibetsu,43.52,142.19,91.0,
hokkaido_sorachi__bibai-kana__bikai,hokkaido_sorachi,bibai-kana,bikai,43.3633333333,141.826666667,16.0,
hokkaido_sorachi__daimeyama-kana__teimiyama____1983-07-29,hokkaido_sorachi,daimeyama-kana,teimiyama,43.0816666667,141.956666667,663.0,1983-07-29
hokkaido_sorachi__fukagawa-kana__fukagawa,hokkaido_sorachi,fukagawa-kana,fukagawa,43.7183333333,142.073333333,55.0,
hokkaido_sorachi__ishikari-san-kana__ishkarinumata,hokkaido_sorachi,ishikari-san-kana,ishkarinumata,43.815,141.926666667,63.0,
hokkaido_sorachi__iwamizawa-kana__iwamizawa,hokkaido_sorachi,iwamizawa-kana,iwamizawa,43.2116666667,141.785,42.3,
hokkaido_sorachi__kamiakadake-kana__camomedacea____2005-10-31,hokkaido_sorachi,kamiakadake-kana,camomedacea,43.5183333333,142.005,455.0,2005-10-31
hokkaido_sorachi__kashima-kana__kashima,hokkaido_sorachi,kashima-kana,kashima,43.08,142.0,310.0,
hokkaido_sorachi__kurisawa-kana__krisawa,hokkaido_sorachi,kurisawa-kana,krisawa,43.1216666667,141.745,20.0,
hokkaido_sorachi__late-afternoon-kana__osokinai____1983-08-01,hokkaido_sorachi,late-afternoon-kana,osokinai,43.405,141.75,140.0,1983-08-01
hokkaido_sorachi__moon-kana__tsukigata,hokkaido_sorachi,moon-kana,tsukigata,43.33,141.616666667,50.0,
hokkaido_sorachi__mt-tegawa-kana__novorikaayayama____1983-07-29,hokkaido_sorachi,mt-tegawa-kana,novorikaayayama,42.9233333333,142.095,365.0,1983-07-29
hokkaido_sorachi__naganuma-kana__naganuma,hokkaido_sorachi,naganuma-kana,naganuma,43.0116666667,141.693333333,13.0,
hokkaido_sorachi__numana-saawa__numumosawa,hokkaido_sorachi,numana-saawa,numumosawa,42.96,142.02,161.0,
hokkaido_sorachi__rain-dragon-kana__ulyu,hokkaido_sorachi,rain-dragon-kana,ulyu,43.66,141.891666667,42.0,
hokkaido_sorachi__sakurayama-kana__sakurayama____2005-11-01,hokkaido_sorachi,sakurayama-kana,sakurayama,43.6816666667,141.85,230.0,2005-11-01
hokkaido_sorachi__shimo-katsura-kana__shimokazurazawa____2008-09-01,hokkaido_sorachi,shimo-katsura-kana,shimokazurazawa,43.2566666667,141.968333333,265.0,2008-09-01
hokkaido_sorachi__shingoku-kana__shinjo,hokkaido_sorachi,shingoku-kana,shinjo,43.6116666667,142.203333333,147.0,
hokkaido_sorachi__sorachi-yoshino-kana__sorachi-yoshino,hokkaido_sorachi,sorachi-yoshino-kana,sorachi-yoshino,43.595,141.731666667,100.0,
hokkaido_sorachi__takigawa-kana__takikawa,hokkaido_sorachi,takigawa-kana,takikawa,43.57,141.938333333,50.0,
hokkaido_sorachi__tokiwakayama-kana__tokiwayama____1984-10-03,hokkaido_sorachi,tokiwakayama-kana,tokiwayama,43.76,142.201666667,560.0,1984-10-03
hokkaido_sorachi__urasumi-kana__uraus,hokkaido_sorachi,urasumi-kana,uraus,43.4283333333,141.808333333,25.0,
hokkaido_sorachi__yubari-kana__yubari,hokkaido_sorachi,yubari-kana,yubari,43.0383333333,141.956666667,293.0,
hokkaido_soya__abundant-kana__toyotomi,hokkaido_soya,abundant-kana,toyotomi,45.1066666667,141.765,16.0,
hokkaido_soya__cape-soya-kana__soya-misaki,hokkaido_soya,cape-soya-kana,soya-misaki,45.52,141.935,26.0,
hokkaido_soya__hamami-shigetsu-kana__hamaishishibetsu,hokkaido_soya,hamami-shigetsu-kana,hamaishishibetsu,45.335,142.17,13.0,
hokkaido_soya__hamatonbetsu-kana__hamatonbetsu,hokkaido_soya,hamatonbetsu-kana,hamatonbetsu,45.125,142.35,18.0,
hokkaido_soya__horonaga-kana__holodomary____2009-04-08,hokkaido_soya,horonaga-kana,holodomary,45.455,141.038333333,27.0,2009-04-08
hokkaido_soya__horonobea-kana__holonove,hokkaido_soya,horonobea-kana,holonove,45.0066666667,141.851666667,5.0,
hokkaido_soya__kitami-branch-kana__kitami-sashashi,hokkaido_soya,kitami-branch-kana,kitami-sashashi,44.94,142.585,6.7,
hokkaido_soya__nakatonbetsu-kana__nakatonbetsu,hokkaido_soya,nakatonbetsu-kana,nakatonbetsu,44.965,142.28,25.0,
hokkaido_soya__numagawa-kana__numakawa,hokkaido_soya,numagawa-kana,numakawa,45.2483333333,141.851666667,23.0,
hokkaido_soya__rebun-kamiyasaki-kana__revenue-ed-marisaki____2014-10-21,hokkaido_soya,rebun-kamiyasaki-kana,revenue-ed-marisaki,45.4233333333,141.065,13.0,2014-10-21
hokkaido_soya__rebun-kana__reven,hokkaido_soya,rebun-kana,reven,45.305,141.045,65.0,
hokkaido_soya__shape-kana__kuugata,hokkaido_soya,shape-kana,kuugata,45.1783333333,141.138333333,14.0,
hokkaido_soya__ship-overnight-kana__funadomari____2003-10-16,hokkaido_soya,ship-overnight-kana,funadomari,45.4366666667,141.035,8.0,2003-10-16
hokkaido_soya__stay-night-kana__motodomari,hokkaido_soya,stay-night-kana,motodomari,45.2416666667,141.186666667,30.0,
hokkaido_soya__utato-kana__utanovori,hokkaido_soya,utato-kana,utanovori,44.8416666667,142.48,14.0,
hokkaido_soya__voice-text-kana__koetoi,hokkaido_soya,voice-text-kana,koetoi,45.4033333333,141.8,8.0,
hokkaido_soya__wakkanai-kana__watsukanai,hokkaido_soya,wakkanai-kana,watsukanai,45.415,141.678333333,2.8,
hokkaido_tokachi__ashoro-katakana__ashoro,hokkaido_tokachi,ashoro-katakana,ashoro,43.2433333333,143.553333333,90.0,
hokkaido_tokachi__branch-kana__nukanai,hokkaido_tokachi,branch-kana,nukanai,42.7866666667,143.328333333,70.0,
hokkaido_tokachi__bud-room-kana__meuro,hokkaido_tokachi,bud-room-kana,meuro,42.9,143.043333333,90.0,
hokkaido_tokachi__farewell-kana__sarabetsu,hokkaido_tokachi,farewell-kana,sarabetsu,42.6516666667,143.195,185.0,
hokkaido_tokachi__hiroo-kana__hilo,hokkaido_tokachi,hiroo-kana,hilo,42.2933333333,143.316666667,32.4,
hokkaido_tokachi__honketsu-kana__hombetsu,hokkaido_tokachi,honketsu-kana,hombetsu,43.0,143.6,67.0,
hokkaido_tokachi__horoyansan-mountain__holo-yasuyama____1983-07-29,hokkaido_tokachi,horoyansan-mountain,holo-yasuyama,43.2483333333,143.445,440.0,1983-07-29
hokkaido_tokachi__hyoutannisawa-kana__gourd-zawa____1996-09-25,hokkaido_tokachi,hyoutannisawa-kana,gourd-zawa,42.5966666667,143.063333333,380.0,1996-09-25
hokkaido_tokachi__ikeda-kana__ikeda,hokkaido_tokachi,ikeda-kana,ikeda,42.92,143.458333333,42.0,
hokkaido_tokachi__kamijo-kana-kamiashoro-north-latitude__NONE____1983-10-04,hokkaido_tokachi,kamijo-kana-kamiashoro-north-latitude,NONE,43.3566666667,143.801666667,384.0,1983-10-04
hokkaido_tokachi__kamisen-bay-kana__camillawan,hokkaido_tokachi,kamisen-bay-kana,camillawan,43.3183333333,143.801666667,232.0,
hokkaido_tokachi__kamishihora-kana__kamisihoro,hokkaido_tokachi,kamishihora-kana,kamisihoro,43.235,143.303333333,295.0,
hokkaido_tokachi__kamiuchi-kana__kamisatsunai,hokkaido_tokachi,kamiuchi-kana,kamisatsunai,42.6416666667,143.096666667,251.0,
hokkaido_tokachi__kashiwagura-kana__kashiwakura,hokkaido_tokachi,kashiwagura-kana,kashiwakura,43.3616666667,143.458333333,378.0,
hokkaido_tokachi__komaba-kana__NONE,hokkaido_tokachi,komaba-kana,NONE,43.05,143.183333333,112.0,
hokkaido_tokachi__kosakayama-kana__kosakayama____1983-10-04,hokkaido_tokachi,kosakayama-kana,kosakayama,43.3966666667,143.483333333,740.0,1983-10-04
hokkaido_tokachi__miku-kana__mitsumata,hokkaido_tokachi,miku-kana,mitsumata,43.51,143.148333333,660.0,
hokkaido_tokachi__mikuniyama-kana__mikuniyama____2005-11-09,hokkaido_tokachi,mikuniyama-kana,mikuniyama,43.5683333333,143.0,940.0,2005-11-09
hokkaido_tokachi__nishi-kupushi-mountain-kana__nishi-nupuka-ushiyama____2009-11-02,hokkaido_tokachi,nishi-kupushi-mountain-kana,nishi-nupuka-ushiyama,43.2416666667,143.07,760.0,2009-11-02
hokkaido_tokachi__obihiro-izumi__obihiro,hokkaido_tokachi,obihiro-izumi,obihiro,42.7333333333,143.216666667,149.0,
hokkaido_tokachi__obihiro-kana__obihiro,hokkaido_tokachi,obihiro-kana,obihiro,42.9216666667,143.211666667,38.4,
hokkaido_tokachi__obihiroki-kana__obihiro-dake-late____1996-10-02,hokkaido_tokachi,obihiroki-kana,obihiro-dake-late,42.7466666667,142.933333333,440.0,1996-10-02
hokkaido_tokachi__oricarra-source-township-kana__nukabira-genensenyo,hokkaido_tokachi,oricarra-source-township-kana,nukabira-genensenyo,43.3666666667,143.191666667,540.0,
hokkaido_tokachi__otsu-kana__otsu,hokkaido_tokachi,otsu-kana,otsu,42.685,143.646666667,4.0,
hokkaido_tokachi__propagation-highland-kana__shokuku-san-couch____1983-07-29,hokkaido_tokachi,propagation-highland-kana,shokuku-san-couch,43.435,143.695,419.0,1983-07-29
hokkaido_tokachi__rikuichi-kana__rikubetsu,hokkaido_tokachi,rikuichi-kana,rikubetsu,43.4683333333,143.738333333,207.0,
hokkaido_tokachi__sadorakidake-kana__sahorodake____2009-11-02,hokkaido_tokachi,sadorakidake-kana,sahorodake,43.175,142.785,900.0,2009-11-02
hokkaido_tokachi__sandbank-kana__oshop,hokkaido_tokachi,sandbank-kana,oshop,43.115,143.443333333,104.0,
hokkaido_tokachi__sanrikuyama-kana__sanakakuyama____1984-10-01,hokkaido_tokachi,sanrikuyama-kana,sanakakuyama,43.1966666667,142.968333333,560.0,1984-10-01
hokkaido_tokachi__shikaoi-kana__chicaoi,hokkaido_tokachi,shikaoi-kana,chicaoi,43.1033333333,142.995,206.0,
hokkaido_tokachi__shikido-katakana__shotoshibetsu,hokkaido_tokachi,shikido-katakana,shotoshibetsu,43.5883333333,143.68,313.0,
hokkaido_tokachi__shinji-kana__rusin,hokkaido_tokachi,shinji-kana,rusin,42.9166666667,143.661666667,40.0,
hokkaido_tokachi__shintoku-kana__sintoku,hokkaido_tokachi,shintoku-kana,sintoku,43.0766666667,142.84,178.0,
hokkaido_tokachi__taiki-kana__taiki,hokkaido_tokachi,taiki-kana,taiki,42.5,143.273333333,87.0,
hokkaido_tokachi__ura-uplift-kana__urawaro,hokkaido_tokachi,ura-uplift-kana,urawaro,42.8083333333,143.656666667,20.0,
hokkaido_tokachi__warship-mountain-kana__gun-kan-yama____1984-10-01,hokkaido_tokachi,warship-mountain-kana,gun-kan-yama,43.4783333333,143.126666667,900.0,1984-10-01
hyogo__akashi-kana__akashi,hyogo,akashi-kana,akashi,34.6866666667,134.876666667,3.0,
hyogo__ashiya-kana__ashiya____2004-03-01,hyogo,ashiya-kana,ashiya,34.7416666667,135.306666667,50.0,2004-03-01
hyogo__awaji-cho-kana__awajiko____2004-03-01,hyogo,awaji-cho-kana,awajiko,34.5883333333,135.016666667,3.0,2004-03-01
hyogo__county-kana__gunga,hyogo,county-kana,gunga,34.4666666667,134.848333333,5.0,
hyogo__fukura-kana__fukuro____1978-12-21,hyogo,fukura-kana,fukuro,34.26,134.708333333,35.0,1978-12-21
hyogo__fukusaki-kana__fuksaki,hyogo,fukusaki-kana,fuksaki,34.95,134.748333333,72.0,
hyogo__himeji-kana__gimpe,hyogo,himeji-kana,gimpe,34.8383333333,134.67,38.2,
hyogo__hot-spring-kana__onsen,hyogo,hot-spring-kana,onsen,35.5283333333,134.48,233.0,
hyogo__ichinomiya-kana__ichinomiya,hyogo,ichinomiya-kana,ichinomiya,35.0966666667,134.585,195.0,
hyogo__ikishima-kana__yesima,hyogo,ikishima-kana,yesima,34.6716666667,134.526666667,88.0,
hyogo__ikuno-kana__ikuno,hyogo,ikuno-kana,ikuno,35.1666666667,134.791666667,320.0,
hyogo__kamigori-kana__camogori,hyogo,kamigori-kana,camogori,34.8583333333,134.373333333,20.0,
hyogo__kasagatayama-kana__kasagatayama____2007-03-28,hyogo,kasagatayama-kana,kasagatayama,35.0533333333,134.836666667,580.0,2007-03-28
hyogo__kashiwabara-kana__kaibara,hyogo,kashiwabara-kana,kaibara,35.1366666667,135.065,98.0,
hyogo__kasumi-kana__kasumi,hyogo,kasumi-kana,kasumi,35.625,134.626666667,5.0,
hyogo__kobe-airport-kana__kobuteuko,hyogo,kobe-airport-kana,kobuteuko,34.6316666667,135.223333333,5.0,
hyogo__kobe-kana__koube,hyogo,kobe-kana,koube,34.6966666667,135.211666667,5.3,
hyogo__kobe-shioya-kana__kouteoshaoya____2004-03-01,hyogo,kobe-shioya-kana,kouteoshaoya,34.6416666667,135.075,60.0,2004-03-01
hyogo__mikawayama-kana__mikawayama____2003-09-30,hyogo,mikawayama-kana,mikawayama,35.545,134.636666667,875.0,2003-09-30
hyogo__miki-kana__miki,hyogo,miki-kana,miki,34.7766666667,135.013333333,145.0,
hyogo__minami-akana__nandan,hyogo,minami-akana,nandan,34.2183333333,134.72,5.0,
hyogo__mita-kana__sanda,hyogo,mita-kana,sanda,34.895,135.211666667,150.0,
hyogo__naoki-kana__nagio____2006-03-06,hyogo,naoki-kana,nagio,34.83,135.293333333,168.0,2006-03-06
hyogo__nishinomiya-kana__nishinomiya,hyogo,nishinomiya-kana,nishinomiya,34.75,135.335,38.0,
hyogo__nishiwaki-kana__nishiwaki,hyogo,nishiwaki-kana,nishiwaki,34.9983333333,134.996666667,72.0,
hyogo__oya-kana__ooya,hyogo,oya-kana,ooya,35.3316666667,134.665,150.0,
hyogo__rabbit-wano-kogen-kana__uwanokogen,hyogo,rabbit-wano-kogen-kana,uwanokogen,35.4316666667,134.583333333,540.0,
hyogo__rokko-mountain-kana__rokkou-san____2006-03-31,hyogo,rokko-mountain-kana,rokkou-san,34.7633333333,135.27,620.0,2006-03-31
hyogo__sayna-kana__sayoh,hyogo,sayna-kana,sayoh,35.0166666667,134.368333333,120.0,
hyogo__shimokawa-kana__sitkawa,hyogo,shimokawa-kana,sitkawa,35.025,135.293333333,330.0,
hyogo__sumoto-kana__sumoto,hyogo,sumoto-kana,sumoto,34.31,134.848333333,65.0,
hyogo__taba-mountain-kana__matobayama____2007-03-28,hyogo,taba-mountain-kana,matobayama,34.8716666667,134.526666667,260.0,2007-03-28
hyogo__toyooka-kana__toyoka,hyogo,toyooka-kana,toyoka,35.535,134.821666667,3.4,
hyogo__wadayama-kana__wadayama,hyogo,wadayama-kana,wadayama,35.3233333333,134.848333333,80.0,
